Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather, Q10,,Wind Speed_km/h,Occurance,Q14,,Weather,Countif,Q15,,Wind Speed_km/h,Countif,,Visibility_km,Mean_VisibilityKM,,Press_kPa,,Rel Hum_%,
8/15/2012 0:00,21.4,17.4,78,4,25,100.61,Cloudy,0,,,,0,,,,0,,,,,25,,,100.61,,78,
8/15/2012 1:00,21.2,18,82,20,25,100.65,Rain Showers,0,,,,0,,,,0,,,,,25,,,100.65,,82,
8/15/2012 2:00,19.5,18.7,95,9,25,100.63,Rain,0,,,,0,,,,0,,,,,25,,,100.63,,95,
8/15/2012 3:00,19.1,18,93,9,25,100.58,Cloudy,0,,,,0,,,,0,,,,,25,,,100.58,,93,
8/15/2012 4:00,18.8,17.7,93,4,19.3,100.56,Cloudy,0,,,,0,,,,0,,,,,19.3,,,100.56,,93,
8/15/2012 5:00,18.9,17.6,92,4,24.1,100.62,Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.62,,92,
8/15/2012 6:00,19.3,17.5,89,0,24.1,100.65,Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.65,,89,
8/15/2012 7:00,18.8,17.7,93,0,24.1,100.69,Drizzle,0,,,,0,,,,0,,,,,24.1,,,100.69,,93,
8/15/2012 8:00,20.1,18.2,89,0,24.1,100.69,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.69,,89,
8/15/2012 9:00,21,18.4,85,11,24.1,100.73,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.73,,85,
8/15/2012 10:00,21.5,18.3,82,13,24.1,100.75,Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.75,,82,
8/15/2012 11:00,21.6,18.2,81,9,24.1,100.78,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.78,,81,
8/15/2012 12:00,23.7,17.8,70,7,24.1,100.73,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.73,,70,
8/15/2012 13:00,25.3,18,64,9,24.1,100.72,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.72,,64,
8/15/2012 14:00,25.2,16.7,59,15,24.1,100.7,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.7,,59,
8/15/2012 15:00,25.7,17.8,62,15,24.1,100.68,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.68,,62,
8/15/2012 16:00,25.7,16.4,56,17,24.1,100.69,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.69,,56,
8/15/2012 17:00,25.6,15.7,54,13,24.1,100.67,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.67,,54,
8/15/2012 18:00,24.9,16,58,13,24.1,100.68,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.68,,58,
8/15/2012 19:00,22.5,16.1,67,7,24.1,100.69,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.69,,67,
8/15/2012 20:00,21.7,16.1,70,6,25,100.71,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.71,,70,
8/15/2012 21:00,20.4,15.9,75,6,25,100.7,Clear,0,,,,1,,,,0,,,,,25,,,100.7,,75,
8/15/2012 22:00,19.9,16,78,7,25,100.76,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.76,,78,
8/15/2012 23:00,20.6,16.5,77,0,25,100.81,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.81,,77,
8/16/2012 0:00,18.9,16.2,84,9,25,100.76,Clear,0,,,,1,,,,0,,,,,25,,,100.76,,84,
8/16/2012 1:00,18.5,16,85,9,25,100.76,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.76,,85,
8/16/2012 2:00,17.8,15.7,88,6,25,100.75,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.75,,88,
8/16/2012 3:00,17.4,15.6,89,6,25,100.76,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.76,,89,
8/16/2012 4:00,16.7,15.2,91,6,25,100.79,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.79,,91,
8/16/2012 5:00,16.6,15.3,92,0,25,100.81,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.81,,92,
8/16/2012 6:00,18.2,15.7,85,0,48.3,100.85,Mainly Clear,0,,,,0,,,,1,,,,,48.3,,,100.85,,85,
8/16/2012 7:00,19.3,16.8,85,9,24.1,100.87,Mostly Cloudy,0,,,,1,,,,0,,,,,24.1,,,100.87,,85,
8/16/2012 8:00,20.5,17.2,81,7,48.3,100.82,Mainly Clear,0,,,,0,,,,1,,,,,48.3,,,100.82,,81,
8/16/2012 9:00,21.7,17.8,79,0,48.3,100.79,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.79,,79,
8/16/2012 10:00,23.8,17.7,69,0,24.1,100.78,Mainly Clear,0,,,,1,,,,0,,,,,24.1,,,100.78,,69,
8/16/2012 11:00,23.8,17.3,67,7,24.1,100.74,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.74,,67,
8/16/2012 12:00,24.9,16.7,60,6,24.1,100.71,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.71,,60,
8/16/2012 13:00,25.8,17.3,59,11,24.1,100.71,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.71,,59,
8/16/2012 14:00,25.9,15.7,53,17,24.1,100.71,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.71,,53,
8/16/2012 15:00,26.9,15.6,50,13,24.1,100.63,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.63,,50,
8/16/2012 16:00,27,12.6,41,7,24.1,100.54,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.54,,41,
8/16/2012 17:00,26.4,14.7,49,9,24.1,100.53,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.53,,49,
8/16/2012 18:00,24.9,14.4,52,7,24.1,100.49,Clear,0,,,,1,,,,0,,,,,24.1,,,100.49,,52,
8/16/2012 19:00,23.7,13.8,54,4,24.1,100.5,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.5,,54,
8/16/2012 20:00,23.5,15.3,60,6,25,100.52,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.52,,60,
8/16/2012 21:00,21.6,17.4,77,6,25,100.5,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.5,,77,
8/16/2012 22:00,22,17.5,76,4,25,100.48,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.48,,76,
8/16/2012 23:00,22.3,17.6,75,9,25,100.48,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.48,,75,
8/17/2012 0:00,21.9,17,74,7,25,100.51,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.51,,74,
8/17/2012 1:00,21.1,17.3,79,11,25,100.47,Clear,0,,,,1,,,,0,,,,,25,,,100.47,,79,
8/17/2012 2:00,18.9,16.5,86,4,25,100.44,Clear,0,,,,1,,,,0,,,,,25,,,100.44,,86,
8/17/2012 3:00,18.7,16.3,86,0,25,100.37,Clear,0,,,,1,,,,0,,,,,25,,,100.37,,86,
8/17/2012 4:00,18.2,16.1,88,11,25,100.32,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.32,,88,
8/17/2012 5:00,17.6,15.3,86,7,25,100.3,Clear,0,,,,1,,,,0,,,,,25,,,100.3,,86,
8/17/2012 6:00,18.2,14.9,81,11,24.1,100.28,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.28,,81,
8/17/2012 7:00,19.5,16,80,15,24.1,100.24,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.24,,80,
8/17/2012 8:00,21.1,17.3,79,17,24.1,100.21,Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.21,,79,
8/17/2012 9:00,21.4,17,76,17,24.1,100.17,Rain Showers,0,,,,0,,,,0,,,,,24.1,,,100.17,,76,
8/17/2012 10:00,21.8,17,74,13,24.1,100.13,Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.13,,74,
8/17/2012 11:00,23.5,17.8,70,11,24.1,100.1,Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.1,,70,
8/17/2012 12:00,22.7,19.1,80,15,24.1,100.09,Rain Showers,0,,,,0,,,,0,,,,,24.1,,,100.09,,80,
8/17/2012 13:00,24.1,19.2,74,20,24.1,100.06,Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.06,,74,
8/17/2012 14:00,24.8,18.6,68,24,24.1,100.06,Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.06,,68,
8/17/2012 15:00,24.9,15.8,57,30,24.1,100.11,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.11,,57,
8/17/2012 16:00,24.3,14.6,55,28,24.1,100.14,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.14,,55,
8/17/2012 17:00,24.8,15.7,57,30,24.1,100.15,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.15,,57,
8/17/2012 18:00,23.9,16.1,62,24,48.3,100.19,Mostly Cloudy,0,,,,0,,,,1,,,,,48.3,,,100.19,,62,
8/17/2012 19:00,23.4,16.3,64,17,48.3,100.24,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.24,,64,
8/17/2012 20:00,22.4,15.8,66,13,25,100.34,Mainly Clear,0,,,,1,,,,0,,,,,25,,,100.34,,66,
8/17/2012 21:00,21.7,14.9,65,9,25,100.37,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.37,,65,
8/17/2012 22:00,21.1,14.2,65,13,25,100.4,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.4,,65,
8/17/2012 23:00,18.6,13,70,13,25,100.44,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.44,,70,
8/18/2012 0:00,18.1,11.3,64,11,25,100.47,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.47,,64,
8/18/2012 1:00,17.7,11.3,66,9,25,100.51,Clear,0,,,,1,,,,0,,,,,25,,,100.51,,66,
8/18/2012 2:00,15.3,11.1,76,7,25,100.52,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.52,,76,
8/18/2012 3:00,15.7,11.2,75,7,25,100.54,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.54,,75,
8/18/2012 4:00,14.8,10.9,77,11,25,100.57,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.57,,77,
8/18/2012 5:00,14.8,11.1,78,13,24.1,100.64,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.64,,78,
8/18/2012 6:00,15.1,12,82,17,48.3,100.69,Mainly Clear,0,,,,0,,,,1,,,,,48.3,,,100.69,,82,
8/18/2012 7:00,15.6,12.2,80,20,48.3,100.77,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.77,,80,
8/18/2012 8:00,17.1,12.6,75,17,48.3,100.79,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.79,,75,
8/18/2012 9:00,18,11.7,67,19,24.1,100.82,Mainly Clear,0,,,,1,,,,0,,,,,24.1,,,100.82,,67,
8/18/2012 10:00,18.3,11.6,65,17,24.1,100.83,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.83,,65,
8/18/2012 11:00,19,10.9,59,19,48.3,100.84,Mostly Cloudy,0,,,,0,,,,1,,,,,48.3,,,100.84,,59,
8/18/2012 12:00,21,11.2,53,22,48.3,100.83,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.83,,53,
8/18/2012 13:00,21.2,10.4,50,20,48.3,100.85,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.85,,50,
8/18/2012 14:00,20.1,10.2,53,17,48.3,100.81,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.81,,53,
8/18/2012 15:00,22,9.3,44,20,48.3,100.79,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.79,,44,
8/18/2012 16:00,21.3,7.8,42,22,48.3,100.78,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.78,,42,
8/18/2012 17:00,21.3,8.1,43,13,48.3,100.78,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.78,,43,
8/18/2012 18:00,20.8,6.9,40,15,48.3,100.8,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.8,,40,
8/18/2012 19:00,18.4,7.6,49,11,48.3,100.83,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.83,,49,
8/18/2012 20:00,18.6,7.9,50,7,25,100.88,Clear,0,,,,1,,,,0,,,,,25,,,100.88,,50,
8/18/2012 21:00,15.9,8.6,62,6,25,100.88,Clear,0,,,,1,,,,0,,,,,25,,,100.88,,62,
8/18/2012 22:00,15.2,8.9,66,6,25,100.89,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.89,,66,
8/18/2012 23:00,16.6,10.2,66,0,25,100.91,Clear,0,,,,1,,,,0,,,,,25,,,100.91,,66,
8/19/2012 0:00,16,11.5,75,9,25,100.96,Clear,0,,,,1,,,,0,,,,,25,,,100.96,,75,
8/19/2012 1:00,16.6,9.9,65,13,25,100.98,Clear,0,,,,1,,,,0,,,,,25,,,100.98,,65,
8/19/2012 2:00,16.3,11.2,72,13,25,100.96,Clear,0,,,,1,,,,0,,,,,25,,,100.96,,72,
8/19/2012 3:00,15.8,11.2,74,11,25,100.94,Clear,0,,,,1,,,,0,,,,,25,,,100.94,,74,
8/19/2012 4:00,13.3,10.9,85,7,25,100.94,Clear,0,,,,1,,,,0,,,,,25,,,100.94,,85,
8/19/2012 5:00,12.8,11,89,9,24.1,100.97,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.97,,89,
8/19/2012 6:00,15.2,12.2,82,15,48.3,101.02,Mainly Clear,0,,,,0,,,,1,,,,,48.3,,,101.02,,82,
8/19/2012 7:00,16.5,12.6,78,13,48.3,101.06,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.06,,78,
8/19/2012 8:00,17.5,13.3,76,15,48.3,101.06,Clear,0,,,,1,,,,1,,,,,48.3,,,101.06,,76,
8/19/2012 9:00,19.4,14.3,72,11,48.3,101.06,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.06,,72,
8/19/2012 10:00,20.6,14.5,68,9,48.3,101.02,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.02,,68,
8/19/2012 11:00,22.5,13.8,58,15,48.3,101,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101,,58,
8/19/2012 12:00,23.3,12.7,51,15,48.3,100.93,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.93,,51,
8/19/2012 13:00,23.3,11.3,47,13,48.3,100.9,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.9,,47,
8/19/2012 14:00,24.5,10.6,42,15,48.3,100.84,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.84,,42,
8/19/2012 15:00,23.5,11.3,46,17,48.3,100.77,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.77,,46,
8/19/2012 16:00,23.5,11,45,13,48.3,100.74,Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.74,,45,
8/19/2012 17:00,23.7,10.6,44,13,48.3,100.73,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.73,,44,
8/19/2012 18:00,22.1,12.3,54,9,48.3,100.74,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.74,,54,
8/19/2012 19:00,20.7,11.7,56,11,48.3,100.75,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.75,,56,
8/19/2012 20:00,19.5,12.1,62,6,25,100.83,Mainly Clear,0,,,,1,,,,0,,,,,25,,,100.83,,62,
8/19/2012 21:00,16.7,12.2,75,4,25,100.81,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.81,,75,
8/19/2012 22:00,17.6,11.6,68,0,25,100.79,Clear,0,,,,1,,,,0,,,,,25,,,100.79,,68,
8/19/2012 23:00,16.8,11.6,71,0,25,100.78,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.78,,71,
8/20/2012 0:00,15.4,11.9,80,0,25,100.79,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.79,,80,
8/20/2012 1:00,16.5,13.6,83,0,25,100.75,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.75,,83,
8/20/2012 2:00,15.3,13.5,89,0,25,100.75,Clear,0,,,,1,,,,0,,,,,25,,,100.75,,89,
8/20/2012 3:00,15.6,13.3,86,0,25,100.75,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.75,,86,
8/20/2012 4:00,15.3,13.2,87,0,25,100.72,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.72,,87,
8/20/2012 5:00,14.5,13.4,93,0,25,100.72,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.72,,93,
8/20/2012 6:00,16,12.8,81,6,48.3,100.76,Mainly Clear,0,,,,0,,,,1,,,,,48.3,,,100.76,,81,
8/20/2012 7:00,17.8,13.6,76,7,48.3,100.77,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.77,,76,
8/20/2012 8:00,19,14.4,75,11,48.3,100.76,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.76,,75,
8/20/2012 9:00,20.2,13.9,67,11,48.3,100.78,Clear,0,,,,1,,,,1,,,,,48.3,,,100.78,,67,
8/20/2012 10:00,21.6,14.2,63,17,48.3,100.77,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.77,,63,
8/20/2012 11:00,23.1,15.7,63,13,48.3,100.74,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.74,,63,
8/20/2012 12:00,24.8,13.5,49,17,24.1,100.69,Mainly Clear,0,,,,1,,,,0,,,,,24.1,,,100.69,,49,
8/20/2012 13:00,24.6,13.2,49,17,24.1,100.64,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.64,,49,
8/20/2012 14:00,25.2,11.7,43,11,24.1,100.62,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.62,,43,
8/20/2012 15:00,24.6,10.5,41,15,24.1,100.6,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.6,,41,
8/20/2012 16:00,24.4,10.4,41,13,24.1,100.56,Clear,0,,,,1,,,,0,,,,,24.1,,,100.56,,41,
8/20/2012 17:00,23.8,10.6,43,13,24.1,100.57,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.57,,43,
8/20/2012 18:00,22.5,10,45,17,24.1,100.64,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.64,,45,
8/20/2012 19:00,20.1,9,49,9,24.1,100.69,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.69,,49,
8/20/2012 20:00,18.4,9.4,56,9,25,100.75,Clear,0,,,,1,,,,0,,,,,25,,,100.75,,56,
8/20/2012 21:00,18.2,9.9,58,7,25,100.77,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.77,,58,
8/20/2012 22:00,18.5,10,58,7,25,100.78,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.78,,58,
8/20/2012 23:00,16.6,10.8,69,6,25,100.8,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.8,,69,
8/21/2012 0:00,16.5,10.4,67,4,25,100.82,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.82,,67,
8/21/2012 1:00,15,10.8,76,4,25,100.85,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.85,,76,
8/21/2012 2:00,15.9,11,73,0,25,100.9,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.9,,73,
8/21/2012 3:00,15.9,11.3,74,0,25,100.92,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.92,,74,
8/21/2012 4:00,16.1,11,72,6,25,100.93,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.93,,72,
8/21/2012 5:00,15,10.3,73,0,24.1,100.99,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.99,,73,
8/21/2012 6:00,14.6,10.9,78,7,48.3,101.02,Mainly Clear,0,,,,0,,,,1,,,,,48.3,,,101.02,,78,
8/21/2012 7:00,17.2,12.6,74,6,48.3,101.08,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.08,,74,
8/21/2012 8:00,19.3,11.8,62,7,48.3,101.12,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.12,,62,
8/21/2012 9:00,20.4,9.1,48,13,48.3,101.15,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.15,,48,
8/21/2012 10:00,21.8,10.9,50,13,48.3,101.18,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.18,,50,
8/21/2012 11:00,21.1,9.6,48,11,48.3,101.17,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.17,,48,
8/21/2012 12:00,23.7,10.4,43,17,48.3,101.19,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.19,,43,
8/21/2012 13:00,23.2,10.3,44,22,48.3,101.19,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.19,,44,
8/21/2012 14:00,22.6,10.9,48,15,48.3,101.18,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.18,,48,
8/21/2012 15:00,23.4,11.4,47,19,48.3,101.15,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.15,,47,
8/21/2012 16:00,23.1,11.9,49,17,48.3,101.14,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.14,,49,
8/21/2012 17:00,22.6,10.9,48,19,48.3,101.17,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.17,,48,
8/21/2012 18:00,22.4,10.8,48,13,48.3,101.18,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.18,,48,
8/21/2012 19:00,22.1,11.7,52,7,48.3,101.21,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.21,,52,
8/21/2012 20:00,21.5,10.7,50,6,25,101.25,Mainly Clear,0,,,,1,,,,0,,,,,25,,,101.25,,50,
8/21/2012 21:00,19.2,12.9,67,20,24.1,101.36,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,101.36,,67,
8/21/2012 22:00,18.5,13.3,72,6,25,101.33,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.33,,72,
8/21/2012 23:00,18.1,13.6,75,4,25,101.34,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.34,,75,
8/22/2012 0:00,19,14.6,76,13,25,101.34,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.34,,76,
8/22/2012 1:00,18.6,14.7,78,15,25,101.33,Rain Showers,0,,,,0,,,,0,,,,,25,,,101.33,,78,
8/22/2012 2:00,18.8,13.8,73,11,25,101.35,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.35,,73,
8/22/2012 3:00,18.8,12,65,13,25,101.38,Cloudy,0,,,,0,,,,0,,,,,25,,,101.38,,65,
8/22/2012 4:00,18.6,12.1,66,9,25,101.39,Cloudy,0,,,,0,,,,0,,,,,25,,,101.39,,66,
8/22/2012 5:00,18,12.4,70,7,48.3,101.41,Mainly Clear,0,,,,0,,,,1,,,,,48.3,,,101.41,,70,
8/22/2012 6:00,17.6,12.6,72,6,48.3,101.45,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.45,,72,
8/22/2012 7:00,18.9,12.1,65,15,48.3,101.46,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.46,,65,
8/22/2012 8:00,19.9,11.7,59,15,48.3,101.48,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.48,,59,
8/22/2012 9:00,21.1,12.9,59,15,48.3,101.5,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.5,,59,
8/22/2012 10:00,22,14.1,61,17,48.3,101.5,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.5,,61,
8/22/2012 11:00,23.2,13.9,56,24,48.3,101.46,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.46,,56,
8/22/2012 12:00,24.4,12.9,49,24,48.3,101.44,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.44,,49,
8/22/2012 13:00,25.8,12.8,44,24,48.3,101.39,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.39,,44,
8/22/2012 14:00,25.5,11.5,42,19,48.3,101.35,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.35,,42,
8/22/2012 15:00,25.7,10.9,39,20,48.3,101.33,Clear,0,,,,1,,,,1,,,,,48.3,,,101.33,,39,
8/22/2012 16:00,25.6,10.6,39,28,48.3,101.28,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.28,,39,
8/22/2012 17:00,25.4,10.9,40,15,48.3,101.27,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.27,,40,
8/22/2012 18:00,25.1,10.5,40,11,48.3,101.24,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.24,,40,
8/22/2012 19:00,23.9,12.7,49,9,48.3,101.25,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.25,,49,
8/22/2012 20:00,23.3,14.6,58,13,25,101.28,Mainly Clear,0,,,,1,,,,0,,,,,25,,,101.28,,58,
8/22/2012 21:00,22.5,14.2,59,15,25,101.29,Clear,0,,,,1,,,,0,,,,,25,,,101.29,,59,
8/22/2012 22:00,21.9,14,61,17,25,101.27,Mainly Clear,0,,,,0,,,,0,,,,,25,,,101.27,,61,
8/22/2012 23:00,21.5,12.7,57,19,25,101.26,Mainly Clear,0,,,,0,,,,0,,,,,25,,,101.26,,57,
8/23/2012 0:00,20.7,12,57,11,24.1,101.29,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,101.29,,57,
8/23/2012 1:00,20.2,12.9,63,13,25,101.29,Mainly Clear,0,,,,0,,,,0,,,,,25,,,101.29,,63,
8/23/2012 2:00,19.3,13,67,13,25,101.32,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.32,,67,
8/23/2012 3:00,18.9,12.8,68,13,25,101.31,Mainly Clear,0,,,,0,,,,0,,,,,25,,,101.31,,68,
8/23/2012 4:00,18.9,13.5,71,15,25,101.31,Mainly Clear,0,,,,0,,,,0,,,,,25,,,101.31,,71,
8/23/2012 5:00,18.5,14.3,77,15,25,101.33,Mainly Clear,0,,,,0,,,,0,,,,,25,,,101.33,,77,
8/23/2012 6:00,19.1,15.2,78,24,24.1,101.36,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,101.36,,78,
8/23/2012 7:00,20.3,15.9,76,19,24.1,101.37,Clear,0,,,,1,,,,0,,,,,24.1,,,101.37,,76,
8/23/2012 8:00,21.8,15.8,69,22,24.1,101.37,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,101.37,,69,
8/23/2012 9:00,22.9,16.8,69,24,48.3,101.39,Mainly Clear,0,,,,0,,,,1,,,,,48.3,,,101.39,,69,
8/23/2012 10:00,23.9,15.1,58,22,48.3,101.39,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.39,,58,
8/23/2012 11:00,26,16,54,24,48.3,101.37,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.37,,54,
8/23/2012 12:00,26.5,15.5,51,28,48.3,101.36,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.36,,51,
8/23/2012 13:00,27,15.6,50,26,48.3,101.37,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.37,,50,
8/23/2012 14:00,25,15.4,55,13,24.1,101.37,Rain Showers,0,,,,1,,,,0,,,,,24.1,,,101.37,,55,
